,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3312,A1 SH,NEWBY,2841,67.99,0.542,6.1,14.35,3.1,1,0.302,3
3313,A1 SH,NEWBY,2841.5,60.31,0.525,5,14.1,3.2,1,0.279,2
3314,A1 SH,NEWBY,2842,55.52,0.504,6.3,11.55,3.2,1,0.256,2
3315,A1 SH,NEWBY,2842.5,56.07,0.486,5,11,3.2,1,0.233,2
3316,A1 SH,NEWBY,2843,62.67,0.473,-2.6,15.8,3.2,1,0.209,2
3317,A1 SH,NEWBY,2843.5,66.9,0.471,-2.2,21.4,3.2,1,0.186,2
3318,A1 SH,NEWBY,2844,68.54,0.477,3.1,24.25,3.2,1,0.163,2
3319,A1 SH,NEWBY,2844.5,68.7,0.483,3.3,22.85,3.2,1,0.14,2
3320,A1 SH,NEWBY,2845,63.2,0.489,9.5,17.25,3.4,2,0.116,5
3321,A1 SH,NEWBY,2845.5,60.33,0.493,11.6,15.6,3.7,2,0.093,5
3322,A1 SH,NEWBY,2846,58.16,0.491,12.7,14.35,3.8,2,0.07,5
3323,A1 SH,NEWBY,2846.5,52.61,0.481,9.9,11.45,3.9,2,0.047,5
3324,A1 SH,NEWBY,2847,45.72,0.464,5.2,8.8,3.9,1,0.023,3
3325,A1 LM,NEWBY,2847.5,35.92,0.441,4.5,7.95,4,2,1,6
3326,A1 LM,NEWBY,2848,26.62,0.422,3.6,10.7,4.3,2,0.988,6
3327,A1 LM,NEWBY,2848.5,24.14,0.398,5.9,12.55,4,2,0.976,7
3328,A1 LM,NEWBY,2849,24.36,0.375,6.5,12.95,3.9,2,0.963,7
3329,A1 LM,NEWBY,2849.5,23.28,0.35,6.5,11.85,4.1,2,0.951,7
3330,A1 LM,NEWBY,2850,25.7,0.334,7.7,10.95,4.1,2,0.939,7
3331,A1 LM,NEWBY,2850.5,28.2,0.336,8.2,11.2,3.7,2,0.927,7
3332,A1 LM,NEWBY,2851,28.35,0.352,8.8,12.1,3.7,2,0.915,7
3333,A1 LM,NEWBY,2851.5,31.71,0.377,9,12.8,3.6,2,0.902,7
3334,A1 LM,NEWBY,2852,35.52,0.405,9.1,12.75,3.3,2,0.89,7
3335,A1 LM,NEWBY,2852.5,39.11,0.431,9.3,12.55,3.2,2,0.878,7
3336,A1 LM,NEWBY,2853,44.57,0.458,10.4,12.4,3.2,2,0.866,5
3337,A1 LM,NEWBY,2853.5,54.42,0.49,11.1,12.35,3.1,2,0.854,5
3338,A1 LM,NEWBY,2854,61.72,0.53,10.9,13.15,3.1,2,0.841,5
3339,A1 LM,NEWBY,2854.5,66.81,0.577,11.9,13.55,3.1,2,0.829,5
3340,A1 LM,NEWBY,2855,74.17,0.628,11.8,13.5,3.2,2,0.817,4
3341,A1 LM,NEWBY,2855.5,82.18,0.679,9.2,12.5,3.5,2,0.805,4
3342,A1 LM,NEWBY,2856,85.67,0.725,5.8,9.4,3.6,2,0.793,4
3343,A1 LM,NEWBY,2856.5,87.06,0.761,1.6,6.3,3.8,2,0.78,4
3344,A1 LM,NEWBY,2857,84.2,0.792,-1.2,4.6,3.8,2,0.768,4
3345,A1 LM,NEWBY,2857.5,83.45,0.823,-1.9,4.35,3.9,2,0.756,8
3346,A1 LM,NEWBY,2858,90.42,0.86,-1.3,5.75,3.9,2,0.744,8
3347,A1 LM,NEWBY,2858.5,100.83,0.898,1.7,7.65,3.8,2,0.732,6
3348,A1 LM,NEWBY,2859,108.34,0.93,4.9,9.65,3.9,2,0.72,4
3349,A1 LM,NEWBY,2859.5,107.75,0.946,6.5,9.85,3.9,2,0.707,4
3350,A1 LM,NEWBY,2860,92.63,0.945,5.3,8.55,3.8,2,0.695,4
3351,A1 LM,NEWBY,2860.5,70.46,0.935,1.9,6.25,3.7,2,0.683,4
3352,A1 LM,NEWBY,2861,55.67,0.924,-0.5,4.65,3.7,2,0.671,8
3353,A1 LM,NEWBY,2861.5,49.35,0.919,-1.2,4.1,3.6,2,0.659,8
3354,A1 LM,NEWBY,2862,46.82,0.918,-1,4.8,3.6,2,0.646,8
3355,A1 LM,NEWBY,2862.5,48.11,0.91,-0.1,6.65,3.8,2,0.634,8
3356,A1 LM,NEWBY,2863,51.66,0.886,1.5,8.65,3.7,2,0.622,5
3357,A1 LM,NEWBY,2863.5,49.73,0.847,3.2,10.1,3.6,2,0.61,5
3358,A1 LM,NEWBY,2864,51.46,0.801,4.1,11.25,3.6,2,0.598,5
3359,A1 LM,NEWBY,2864.5,54.67,0.757,5,12.1,3.6,2,0.585,4
3360,A1 LM,NEWBY,2865,56.96,0.721,5.2,12.4,3.6,2,0.573,4
3361,A1 LM,NEWBY,2865.5,58.67,0.693,6.2,12.7,3.6,2,0.561,4
3362,A1 LM,NEWBY,2866,61.19,0.675,6.6,12.9,3.6,2,0.549,4
3363,A1 LM,NEWBY,2866.5,60.77,0.666,6.7,13.25,3.7,2,0.537,4
3364,A1 LM,NEWBY,2867,60.99,0.661,6.2,13.5,3.7,2,0.524,4
3365,A1 LM,NEWBY,2867.5,63.65,0.658,6.1,13.75,3.6,2,0.512,4
3366,A1 LM,NEWBY,2868,66.98,0.654,6,13.8,3.5,2,0.5,4
3367,A1 LM,NEWBY,2868.5,68.44,0.646,5.5,14.35,3.5,2,0.488,4
3368,A1 LM,NEWBY,2869,71.39,0.638,5,14.8,3.4,2,0.476,4
3369,A1 LM,NEWBY,2869.5,73.08,0.63,5.2,14.5,3.3,2,0.463,4
3370,A1 LM,NEWBY,2870,71.86,0.624,4.9,14.75,3.3,2,0.451,4
3371,A1 LM,NEWBY,2870.5,71.83,0.623,5.2,14.9,3.3,2,0.439,4
3372,A1 LM,NEWBY,2871,70.27,0.624,5.8,15.1,3.3,2,0.427,4
3373,A1 LM,NEWBY,2871.5,69.65,0.626,6.2,14.8,3.4,2,0.415,4
3374,A1 LM,NEWBY,2872,66.78,0.631,5.7,14.15,3.5,2,0.402,4
3375,A1 LM,NEWBY,2872.5,64.06,0.638,5.9,12.95,3.5,2,0.39,4
3376,A1 LM,NEWBY,2873,60.24,0.651,5.1,11.65,3.5,2,0.378,4
3377,A1 LM,NEWBY,2873.5,58.25,0.667,4.2,11.4,3.4,2,0.366,4
3378,A1 LM,NEWBY,2874,56.79,0.687,3.5,10.95,3.4,2,0.354,6
3379,A1 LM,NEWBY,2874.5,58,0.703,1.8,10.5,3.3,2,0.341,6
3380,A1 LM,NEWBY,2875,60.75,0.71,0.8,10.6,3.3,2,0.329,6
3381,A1 LM,NEWBY,2875.5,64.48,0.707,2.5,10.45,3.4,2,0.317,4
3382,A1 LM,NEWBY,2876,65.37,0.693,4.1,10.25,3.5,2,0.305,4
3383,A1 LM,NEWBY,2876.5,65.84,0.672,3.2,10.8,3.4,2,0.293,4
3384,A1 LM,NEWBY,2877,67.38,0.65,2.7,11.45,3.3,2,0.28,4
3385,A1 LM,NEWBY,2877.5,67.07,0.626,3,12,3.2,2,0.268,4
3386,A1 LM,NEWBY,2878,65.28,0.603,3.6,12.8,3,2,0.256,4
3387,A1 LM,NEWBY,2878.5,65.26,0.58,3.3,13.75,2.9,2,0.244,4
3388,A1 LM,NEWBY,2879,63.4,0.559,3.1,13.85,2.9,2,0.232,4
3389,A1 LM,NEWBY,2879.5,64.1,0.544,3,13.9,2.8,2,0.22,4
3390,A1 LM,NEWBY,2880,66.77,0.542,2.7,14.45,2.8,2,0.207,4
3391,A1 LM,NEWBY,2880.5,69.72,0.554,3.2,14.8,2.9,2,0.195,4
3392,A1 LM,NEWBY,2881,71,0.58,4.4,15.2,3.1,2,0.183,4
3393,A1 LM,NEWBY,2881.5,69.77,0.617,5.9,14.65,3.3,2,0.171,4
3394,A1 LM,NEWBY,2882,64.39,0.665,5.5,12.45,3.6,2,0.159,4
3395,A1 LM,NEWBY,2882.5,60.94,0.721,4.9,9.45,4,2,0.146,4
3396,A1 LM,NEWBY,2883,56.89,0.785,3.4,7.1,4.3,2,0.134,4
3397,A1 LM,NEWBY,2883.5,54.2,0.856,2.7,5.45,4.5,2,0.122,6
3398,A1 LM,NEWBY,2884,53.14,0.923,1.3,4.35,4.5,2,0.11,6
3399,A1 LM,NEWBY,2884.5,52.7,0.961,0.9,3.45,4.3,2,0.098,6
3400,A1 LM,NEWBY,2885,51.93,0.946,0.7,3.65,4.1,2,0.085,6
3401,A1 LM,NEWBY,2885.5,56.1,0.887,1.1,4.55,4,2,0.073,8
3402,A1 LM,NEWBY,2886,61.49,0.805,2.5,5.95,3.7,2,0.061,8
3403,A1 LM,NEWBY,2886.5,68.77,0.725,3.8,8.1,3.4,2,0.049,5
3404,A1 LM,NEWBY,2887,78.57,0.658,-0.6,14.2,3.2,2,0.037,5
3405,A1 LM,NEWBY,2887.5,85.47,0.61,-2.5,21.35,3,2,0.024,5
3406,A1 LM,NEWBY,2888,88.63,0.583,-0.6,28.2,3,2,0.012,5
3407,B1 SH,NEWBY,2888.5,88.97,0.569,-0.1,31.65,2.9,1,1,2
3408,B1 SH,NEWBY,2889,84.66,0.567,0.2,30.2,3.1,1,0.968,3
3409,B1 SH,NEWBY,2889.5,76.48,0.574,0.8,24.4,3.4,1,0.935,3
3410,B1 SH,NEWBY,2890,69.35,0.595,-0.7,18.45,3.5,1,0.903,3
3411,B1 SH,NEWBY,2890.5,63.07,0.63,7.7,10.55,3.9,1,0.871,3
3412,B1 SH,NEWBY,2891,59.01,0.675,7.8,9.3,4,1,0.839,3
3413,B1 SH,NEWBY,2891.5,59.94,0.719,8.8,8,4.1,1,0.806,3
3414,B1 SH,NEWBY,2892,61.89,0.75,6.5,9.45,4,1,0.774,3
3415,B1 SH,NEWBY,2892.5,63.84,0.763,6,10.1,3.8,1,0.742,3
3416,B1 SH,NEWBY,2893,65.13,0.76,6.8,10.7,3.8,1,0.71,3
3417,B1 SH,NEWBY,2893.5,65.86,0.745,6.8,11.2,3.7,1,0.677,3
3418,B1 SH,NEWBY,2894,64.98,0.728,7.3,11.25,3.7,1,0.645,3
3419,B1 SH,NEWBY,2894.5,63.13,0.713,6.7,11.25,3.6,1,0.613,3
3420,B1 SH,NEWBY,2895,61.3,0.702,6.7,10.65,3.6,1,0.581,3
3421,B1 SH,NEWBY,2895.5,59.07,0.695,6.6,10.5,3.5,1,0.548,3
3422,B1 SH,NEWBY,2896,54.86,0.691,4.8,9.9,3.4,1,0.516,3
3423,B1 SH,NEWBY,2896.5,52.06,0.688,3.1,9.45,3.2,1,0.484,3
3424,B1 SH,NEWBY,2897,50.25,0.682,1.9,8.85,3.1,1,0.452,2
3425,B1 SH,NEWBY,2897.5,49.94,0.671,1,8.6,3.1,1,0.419,2
3426,B1 SH,NEWBY,2898,49.52,0.656,0.5,8.45,3.2,1,0.387,2
3427,B1 SH,NEWBY,2898.5,50.38,0.644,0.9,8.35,3.3,1,0.355,2
3428,B1 SH,NEWBY,2899,51.74,0.633,1.7,8.85,3.3,1,0.323,2
3429,B1 SH,NEWBY,2899.5,54.38,0.623,3.3,9.95,3.4,1,0.29,2
3430,B1 SH,NEWBY,2900,57.35,0.613,5.7,10.75,3.3,1,0.258,2
3431,B1 SH,NEWBY,2900.5,60.11,0.6,7.2,11,3.3,1,0.226,2
3432,B1 SH,NEWBY,2901,60.58,0.589,8.6,11.4,3.2,1,0.194,2
3433,B1 SH,NEWBY,2901.5,62.39,0.59,8.2,12.6,3.1,1,0.161,2
3434,B1 SH,NEWBY,2902,64.39,0.605,3.8,15.3,3,1,0.129,2
3435,B1 SH,NEWBY,2902.5,63.97,0.632,0.4,19.4,3.1,1,0.097,2
3436,B1 SH,NEWBY,2903,58.9,0.664,1.6,20.6,3.4,1,0.065,2
3437,B1 SH,NEWBY,2903.5,49.15,0.69,-3.2,18.6,3.7,1,0.032,2
3438,B1 SH,NEWBY,2904,37.28,0.713,-3.7,13.05,4,1,0.01,3
3439,B1 LM,NEWBY,2904.5,37.28,0.713,-3.7,13.05,4,2,1,8
3440,B1 LM,NEWBY,2905,24.56,0.743,-1.9,9.55,4.5,2,0.974,8
3441,B1 LM,NEWBY,2905.5,18.18,0.785,-0.5,8.55,4.6,2,0.947,8
3442,B1 LM,NEWBY,2906,15.89,0.841,1.5,8.05,4.6,2,0.921,8
3443,B1 LM,NEWBY,2906.5,15.67,0.898,2.2,7.6,4.6,2,0.895,8
3444,B1 LM,NEWBY,2907,15.77,0.932,1,7.1,4.5,2,0.868,8
3445,B1 LM,NEWBY,2907.5,14.62,0.928,-0.1,6.35,4.5,2,0.842,8
3446,B1 LM,NEWBY,2908,13.92,0.886,-0.3,5.85,4.6,2,0.816,8
3447,B1 LM,NEWBY,2908.5,14,0.823,-0.2,6,4.4,2,0.789,8
3448,B1 LM,NEWBY,2909,15.63,0.759,0.1,7.05,4.1,2,0.763,8
3449,B1 LM,NEWBY,2909.5,18.49,0.708,0.8,9.2,3.9,2,0.737,8
3450,B1 LM,NEWBY,2910,23.27,0.664,3.3,10.25,3.8,2,0.711,7
3451,B1 LM,NEWBY,2910.5,29.04,0.627,5.5,10.85,3.6,2,0.684,7
3452,B1 LM,NEWBY,2911,33.5,0.597,6,9.9,3.6,2,0.658,7
3453,B1 LM,NEWBY,2911.5,35.92,0.575,7.3,8.65,3.7,2,0.632,7
3454,B1 LM,NEWBY,2912,37.3,0.572,7.4,8,3.8,2,0.605,7
3455,B1 LM,NEWBY,2912.5,37.93,0.587,5,8.9,3.9,2,0.579,7
3456,B1 LM,NEWBY,2913,37.01,0.622,2.6,9.1,4,2,0.553,7
3457,B1 LM,NEWBY,2913.5,34.72,0.671,0.6,8.8,4.2,2,0.526,5
3458,B1 LM,NEWBY,2914,33.39,0.723,-1.2,7.9,4.3,2,0.5,5
3459,B1 LM,NEWBY,2914.5,32.48,0.769,-1.6,6.8,4.4,2,0.474,6
3460,B1 LM,NEWBY,2915,30.69,0.806,-1.6,6.2,4.8,2,0.447,6
3461,B1 LM,NEWBY,2915.5,30.51,0.833,-0.5,5.45,4.8,2,0.421,6
3462,B1 LM,NEWBY,2916,29.42,0.846,0.3,4.95,4.7,2,0.395,8
3463,B1 LM,NEWBY,2916.5,30.47,0.842,-0.8,5.3,4.7,2,0.368,8
3464,B1 LM,NEWBY,2917,32.09,0.822,-1.4,6.4,4.7,2,0.342,6
3465,B1 LM,NEWBY,2917.5,32.14,0.79,-2.3,8.15,4.6,2,0.316,6
3466,B1 LM,NEWBY,2918,32.99,0.757,-4.5,10.25,4.5,2,0.289,8
3467,B1 LM,NEWBY,2918.5,31.58,0.727,-6.9,11.95,4.5,2,0.263,8
3468,B1 LM,NEWBY,2919,29.07,0.706,-7.3,12.75,4.4,2,0.237,8
3469,B1 LM,NEWBY,2919.5,29.97,0.693,-6.7,12.95,4.3,2,0.211,8
3470,B1 LM,NEWBY,2920,37.44,0.688,-5.5,12.25,4.3,2,0.184,8
3471,B1 LM,NEWBY,2920.5,52.59,0.687,-4.1,10.65,4.3,2,0.158,8
3472,B1 LM,NEWBY,2921,68.18,0.684,-2.3,8.35,4.1,2,0.132,6
3473,B1 LM,NEWBY,2921.5,80.25,0.674,-0.6,7.3,3.9,2,0.105,6
3474,B1 LM,NEWBY,2922,86.51,0.65,1.8,7.9,3.7,2,0.079,8
3475,B1 LM,NEWBY,2922.5,86.09,0.616,5.2,8.9,3.4,2,0.053,8
3476,B1 LM,NEWBY,2923,86.09,0.616,5.2,8.9,3.4,2,0.053,4
3477,B1 LM,NEWBY,2923.5,83.41,0.579,2.3,14.45,3.2,2,0.026,4
3478,B2 SH,NEWBY,2924,84.51,0.545,1.3,19.65,3.2,1,1,3
3479,B2 SH,NEWBY,2924.5,85.03,0.521,4.3,25.15,3.1,1,0.889,3
3480,B2 SH,NEWBY,2925,87.36,0.5,7.2,28.7,3.1,1,0.778,3
3481,B2 SH,NEWBY,2925.5,85.73,0.481,9.3,28.35,3.2,1,0.667,2
3482,B2 SH,NEWBY,2926,80.2,0.465,7,24.5,3.1,1,0.556,2
3483,B2 SH,NEWBY,2926.5,76.12,0.456,3.5,19.35,3.1,1,0.444,2
3484,B2 SH,NEWBY,2927,74.5,0.467,10.2,14.1,3.5,1,0.333,2
3485,B2 SH,NEWBY,2927.5,73.97,0.498,5.9,16.85,3.5,1,0.222,2
3486,B2 SH,NEWBY,2928,71.24,0.545,5.1,20.15,3.6,1,0.111,3
3487,B2 SH,NEWBY,2928.5,66.7,0.605,6.7,21.15,3.9,1,0.01,3
3488,B2 LM,NEWBY,2929,66.7,0.605,6.7,21.15,3.9,2,1,6
3489,B2 LM,NEWBY,2929.5,59.42,0.663,3.1,18.05,4.2,2,0.963,6
3490,B2 LM,NEWBY,2930,49,0.713,-0.2,13.7,4.3,2,0.926,6
3491,B2 LM,NEWBY,2930.5,39.46,0.76,-0.9,10.25,4.6,2,0.889,6
3492,B2 LM,NEWBY,2931,32.31,0.816,-4.2,10.3,4.7,2,0.852,9
3493,B2 LM,NEWBY,2931.5,26.09,0.886,-8.5,11.75,4.7,2,0.815,9
3494,B2 LM,NEWBY,2932,22.37,0.96,-10.4,12.2,4.7,2,0.778,9
3495,B2 LM,NEWBY,2932.5,19.97,1.01,-11.4,11.7,4.7,2,0.741,9
3496,B2 LM,NEWBY,2933,18.36,1.013,-11.1,10.25,4.9,2,0.704,9
3497,B2 LM,NEWBY,2933.5,16.5,0.964,-8.2,7.7,5,2,0.667,9
3498,B2 LM,NEWBY,2934,14.84,0.88,-5,5.7,5,2,0.63,9
3499,B2 LM,NEWBY,2934.5,15.72,0.786,-5.6,6.4,5,2,0.593,9
3500,B2 LM,NEWBY,2935,17.86,0.7,-6.3,8.45,4.9,2,0.556,8
3501,B2 LM,NEWBY,2935.5,19.9,0.623,-7.7,11.45,4.7,2,0.519,8
3502,B2 LM,NEWBY,2936,22.42,0.561,-9.5,14.45,4.6,2,0.481,8
3503,B2 LM,NEWBY,2936.5,22.62,0.517,-10.2,16.1,4.5,2,0.444,8
3504,B2 LM,NEWBY,2937,20.93,0.489,-9.8,16.2,4.4,2,0.407,8
3505,B2 LM,NEWBY,2937.5,19.85,0.48,-8.9,15.65,4.3,2,0.37,8
3506,B2 LM,NEWBY,2938,18.3,0.494,-7.7,14.65,4.1,2,0.333,8
3507,B2 LM,NEWBY,2938.5,19.39,0.531,-6.7,13.35,3.8,2,0.296,6
3508,B2 LM,NEWBY,2939,24.34,0.585,-5,11.2,3.8,2,0.259,6
3509,B2 LM,NEWBY,2939.5,29.67,0.646,-3.2,8.4,3.8,2,0.222,6
3510,B2 LM,NEWBY,2940,33.9,0.709,-2.2,6.3,3.8,2,0.185,6
3511,B2 LM,NEWBY,2940.5,39.83,0.757,-1.5,4.95,3.9,2,0.148,6
3512,B2 LM,NEWBY,2941,44.94,0.794,-0.4,4.7,3.9,2,0.111,6
3513,B2 LM,NEWBY,2941.5,48.55,0.814,0,6.2,3.8,2,0.074,4
3514,B3 SH,NEWBY,2942,57.21,0.779,3.8,8.5,3.6,1,1,3
3515,B3 SH,NEWBY,2942.5,60.19,0.732,3.8,9,3.5,1,0.952,3
3516,B3 SH,NEWBY,2943,60.63,0.684,4,9.4,3.4,1,0.905,3
3517,B3 SH,NEWBY,2943.5,64.74,0.645,-2.3,14.75,3.2,1,0.857,3
3518,B3 SH,NEWBY,2944,72.79,0.623,-2.9,18.95,3.1,1,0.81,3
3519,B3 SH,NEWBY,2944.5,78.41,0.614,-1.7,22.15,3,1,0.762,3
3520,B3 SH,NEWBY,2945,83.39,0.607,-0.9,21.65,3.1,1,0.714,3
3521,B3 SH,NEWBY,2945.5,82.25,0.6,1.9,17.85,3.3,1,0.667,3
3522,B3 SH,NEWBY,2946,75.88,0.592,7.3,12.25,3.4,1,0.619,3
3523,B3 SH,NEWBY,2946.5,72.24,0.589,2.9,12.45,3.3,1,0.571,2
3524,B3 SH,NEWBY,2947,67.99,0.589,3.5,11.95,3.2,1,0.524,2
3525,B3 SH,NEWBY,2947.5,65.41,0.59,3.9,11.45,3.3,1,0.476,3
3526,B3 SH,NEWBY,2948,64.93,0.588,3.3,10.65,3.3,1,0.429,3
3527,B3 SH,NEWBY,2948.5,61.87,0.579,1.8,11.1,3.2,1,0.381,2
3528,B3 SH,NEWBY,2949,59.81,0.565,3.9,10.85,3.2,1,0.333,2
3529,B3 SH,NEWBY,2949.5,60.59,0.547,5,11.6,3.2,1,0.286,2
3530,B3 SH,NEWBY,2950,65.68,0.529,6.1,11.75,3.2,1,0.238,2
3531,B3 SH,NEWBY,2950.5,73.12,0.519,7,12.1,3.2,1,0.19,2
3532,B3 SH,NEWBY,2951,77.69,0.52,8.5,12.85,3.3,1,0.143,2
3533,B3 SH,NEWBY,2951.5,77.23,0.537,10,13.9,3.4,1,0.095,3
3534,B3 SH,NEWBY,2952,72.51,0.567,11.2,14.1,3.5,1,0.048,3
3535,B3 SH,NEWBY,2952.5,59.53,0.605,10.2,13.3,3.9,1,0.01,3
3536,B3 LM,NEWBY,2953,59.53,0.605,10.2,13.3,3.9,2,1,5
3537,B3 LM,NEWBY,2953.5,46.1,0.644,6.5,12.45,4,2,0.9,8
3538,B3 LM,NEWBY,2954,34.9,0.68,2.6,8.5,4.3,2,0.8,8
3539,B3 LM,NEWBY,2954.5,27.06,0.711,-0.4,6.7,4.4,2,0.7,8
3540,B3 LM,NEWBY,2955,23.8,0.724,0.1,6.05,4.4,2,0.6,8
3541,B3 LM,NEWBY,2955.5,23.73,0.714,2.1,5.95,4.2,2,0.5,8
3542,B3 LM,NEWBY,2956,25.3,0.677,3.7,6.85,4,2,0.4,8
3543,B3 LM,NEWBY,2956.5,30.73,0.627,4.7,8.05,3.6,2,0.3,8
3544,B3 LM,NEWBY,2957,40.11,0.583,5.2,9.8,3.4,2,0.2,5
3545,B3 LM,NEWBY,2957.5,51.02,0.553,3.6,12.3,3.2,2,0.1,9
3546,B4 SH,NEWBY,2958,59.94,0.533,4.1,14.55,3.1,1,1,3
3547,B4 SH,NEWBY,2958.5,66.64,0.521,5.9,14.85,3,1,0.95,3
3548,B4 SH,NEWBY,2959,67.56,0.512,3.2,12.7,2.9,1,0.9,2
3549,B4 SH,NEWBY,2959.5,64.7,0.512,2.3,10.55,3,1,0.85,2
3550,B4 SH,NEWBY,2960,62.96,0.522,2.2,9.5,3.2,1,0.8,2
3551,B4 SH,NEWBY,2960.5,63.92,0.544,2.4,9.7,3.2,1,0.75,2
3552,B4 SH,NEWBY,2961,66.19,0.569,3.1,10.35,3.2,1,0.7,3
3553,B4 SH,NEWBY,2961.5,67.73,0.591,4.9,10.75,3.3,1,0.65,2
3554,B4 SH,NEWBY,2962,69.53,0.603,6,11.4,3.3,1,0.6,2
3555,B4 SH,NEWBY,2962.5,69.57,0.609,6.2,11.5,3.1,1,0.55,2
3556,B4 SH,NEWBY,2963,66.4,0.606,4.5,10.65,3.1,1,0.5,2
3557,B4 SH,NEWBY,2963.5,63.73,0.602,2.7,9.65,3.1,1,0.45,2
3558,B4 SH,NEWBY,2964,61.19,0.598,2.3,8.85,3.2,1,0.4,2
3559,B4 SH,NEWBY,2964.5,61.34,0.593,2.2,8.8,3.2,1,0.35,2
3560,B4 SH,NEWBY,2965,63.16,0.587,2.2,9.5,3.2,1,0.3,2
3561,B4 SH,NEWBY,2965.5,67.6,0.581,2.7,10.05,3.2,1,0.25,2
3562,B4 SH,NEWBY,2966,72.68,0.579,3.6,10.8,3.2,1,0.2,2
3563,B4 SH,NEWBY,2966.5,76.58,0.587,6.5,11.35,3.2,1,0.15,2
3564,B4 SH,NEWBY,2967,76.67,0.605,7.8,13.5,3.4,1,0.1,3
3565,B4 SH,NEWBY,2967.5,72.12,0.629,8.8,15.1,3.6,1,0.05,3
3566,B4 LM,NEWBY,2968,60.07,0.656,7.7,13.75,3.9,2,1,8
3567,B4 LM,NEWBY,2968.5,48.91,0.681,4.9,10.65,4.3,2,0.923,8
3568,B4 LM,NEWBY,2969,39.4,0.708,5.4,7.3,4.7,2,0.846,8
3569,B4 LM,NEWBY,2969.5,33.8,0.736,1.6,7.7,4.9,2,0.769,8
3570,B4 LM,NEWBY,2970,34.66,0.757,1.5,7.75,4.7,2,0.692,6
3571,B4 LM,NEWBY,2970.5,36.28,0.766,2.6,6.4,4.8,2,0.615,6
3572,B4 LM,NEWBY,2971,34.45,0.753,2.9,5.75,4.5,2,0.538,6
3573,B4 LM,NEWBY,2971.5,30.67,0.72,2.7,6.25,4.3,2,0.462,6
3574,B4 LM,NEWBY,2972,26.59,0.668,4.6,6.5,4.2,2,0.385,5
3575,B4 LM,NEWBY,2972.5,23.77,0.609,5.5,6.35,4,2,0.308,5
3576,B4 LM,NEWBY,2973,25.2,0.55,4.9,6.65,3.8,2,0.231,6
3577,B4 LM,NEWBY,2973.5,29.99,0.5,5.3,7.25,3.5,2,0.154,6
3578,B4 LM,NEWBY,2974,37.46,0.461,6.1,8.85,3.4,2,0.077,4
