,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3242,B5 LM,Recruit F9,3061.5,52.281,0.486,3.68,17.218,7.652,2,0.75,9
3243,B5 LM,Recruit F9,3062,48.125,0.479,4.463,18.34,7.598,2,0.733,9
3244,B5 LM,Recruit F9,3062.5,49.406,0.462,4.29,18.512,6.941,2,0.717,9
3245,B5 LM,Recruit F9,3063,42.688,0.429,3.075,19.239,5.539,2,0.7,9
3246,B5 LM,Recruit F9,3063.5,41.438,0.387,1.846,19.15,5.027,2,0.683,9
3247,B5 LM,Recruit F9,3064,37.219,0.348,0.672,19.006,5.144,2,0.667,9
3248,B5 LM,Recruit F9,3064.5,38.656,0.314,0.292,17.824,5.633,2,0.65,9
3249,B5 LM,Recruit F9,3065,43,0.283,0.828,17.336,6.231,2,0.633,9
3250,B5 LM,Recruit F9,3065.5,42.531,0.257,1.594,17.302,5.898,2,0.617,9
3251,B5 LM,Recruit F9,3066,41.188,0.234,1.921,17.512,5.754,2,0.6,9
3252,B5 LM,Recruit F9,3066.5,38.25,0.211,1.498,16.861,5.609,2,0.583,9
3253,B5 LM,Recruit F9,3067,39.219,0.184,1.629,15.851,6.711,2,0.567,9
3254,B5 LM,Recruit F9,3067.5,40.938,0.167,2.706,15.214,8.094,2,0.55,9
3255,B5 LM,Recruit F9,3068,38,0.158,3.576,15.857,6.902,2,0.533,9
3256,B5 LM,Recruit F9,3068.5,37.938,0.148,3.308,16.273,6.742,2,0.517,9
3257,B5 LM,Recruit F9,3069,35.156,0.133,3.224,16.99,6.18,2,0.5,9
3258,B5 LM,Recruit F9,3069.5,36.094,0.118,2.679,17.585,6.422,2,0.483,9
3259,B5 LM,Recruit F9,3070,37.063,0.106,2.082,19.158,5.484,2,0.467,9
3260,B5 LM,Recruit F9,3070.5,41,0.1,1.348,19.453,5.398,2,0.45,9
3261,B5 LM,Recruit F9,3071,42.031,0.106,1.723,18.688,5.297,2,0.433,9
3262,B5 LM,Recruit F9,3071.5,43.344,0.123,2.001,18.165,5.426,2,0.417,9
3263,B5 LM,Recruit F9,3072,40.906,0.151,1.666,17.719,4.93,2,0.4,9
3264,B5 LM,Recruit F9,3072.5,40.531,0.184,1.033,17.424,4.894,2,0.383,9
3265,B5 LM,Recruit F9,3073,39.5,0.227,0.945,16.536,5.047,2,0.367,9
3266,B5 LM,Recruit F9,3073.5,42.281,0.29,0.659,16.138,5.391,2,0.35,9
3267,B5 LM,Recruit F9,3074,46.063,0.366,0.74,15.764,5.652,2,0.333,9
3268,B5 LM,Recruit F9,3074.5,47.063,0.446,0.122,15.601,5.508,2,0.317,9
3269,B5 LM,Recruit F9,3075,45.719,0.516,0.398,16.106,5.352,2,0.3,9
3270,B5 LM,Recruit F9,3075.5,42.406,0.585,1.393,16.527,4.926,2,0.283,9
3271,B5 LM,Recruit F9,3076,41.594,0.643,2.044,16.266,4.875,2,0.267,9
3272,B5 LM,Recruit F9,3076.5,44.531,0.68,1.426,15.42,5.031,2,0.25,9
3273,B5 LM,Recruit F9,3077,49.25,0.707,0.181,13.491,6.062,2,0.233,9
3274,B5 LM,Recruit F9,3077.5,59.594,0.735,-0.061,11.536,6.227,2,0.217,9
3275,B5 LM,Recruit F9,3078,74,0.768,0.243,9.67,5.672,2,0.2,9
3276,B5 LM,Recruit F9,3078.5,127.5,0.802,1.28,8.876,4.406,2,0.183,9
3277,B5 LM,Recruit F9,3079,185.25,0.83,3.48,7.995,3.912,2,0.167,9
3278,B5 LM,Recruit F9,3079.5,222.5,0.852,4.614,6.959,3.557,2,0.15,9
3279,B5 LM,Recruit F9,3080,74,0.768,0.243,9.67,5.672,2,0.2,9
3280,C LM,Recruit F9,3104,18.297,1.294,0.227,2.8,4.66,2,0.952,9
3281,C LM,Recruit F9,3104.5,26.609,1.273,1.905,3.905,4.656,2,0.944,9
