,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
38,A1 SH,SHRIMPLIN,2812,102.35,0.558,15.8,20.145,3.2,1,0.106,3
39,A1 SH,SHRIMPLIN,2812.5,79.7,0.549,15.5,18.07,3.2,1,0.085,3
40,A1 SH,SHRIMPLIN,2813,66.69,0.53,14,15.72,3.3,1,0.064,3
41,A1 SH,SHRIMPLIN,2813.5,73.68,0.521,14.7,15.98,3.3,1,0.043,2
42,A1 SH,SHRIMPLIN,2814,71.05,0.535,17.2,18.02,3.3,1,0.021,2
43,A1 LM,SHRIMPLIN,2814.5,57.02,0.628,11.6,12.09,3.5,2,1,8
44,A1 LM,SHRIMPLIN,2815,43.29,0.702,7.3,6.705,4,2,0.981,8
45,A1 LM,SHRIMPLIN,2815.5,36.06,0.762,5.7,4.595,5,2,0.963,8
46,A1 LM,SHRIMPLIN,2816,46,0.823,5.1,4.62,5.5,2,0.944,8
47,A1 LM,SHRIMPLIN,2816.5,60.3,0.915,4.6,5.01,5.6,2,0.926,6
48,A1 LM,SHRIMPLIN,2817,75.22,0.999,4.4,5.295,5.5,2,0.907,6
49,A1 LM,SHRIMPLIN,2817.5,87.19,1.045,4.7,5.32,5.4,2,0.889,6
50,A1 LM,SHRIMPLIN,2818,86.86,1.064,5.2,5.785,5.4,2,0.87,6
51,A1 LM,SHRIMPLIN,2818.5,88,1.051,6.5,6.38,5.4,2,0.852,6
52,A1 LM,SHRIMPLIN,2819,75.47,1.018,7.8,7.215,5.5,2,0.833,6
53,A1 LM,SHRIMPLIN,2819.5,59.36,0.972,10,8.925,4.9,2,0.796,6
54,A1 LM,SHRIMPLIN,2820,55.57,0.952,8.6,9.355,4.5,2,0.778,6
55,A1 LM,SHRIMPLIN,2820.5,46.96,0.924,5.4,9.12,4.3,2,0.759,6
56,A1 LM,SHRIMPLIN,2821,43.67,0.876,3.6,8.225,4.1,2,0.741,6
57,A1 LM,SHRIMPLIN,2821.5,55.23,0.826,5.1,7.875,4.3,2,0.722,6
58,A1 LM,SHRIMPLIN,2822,61.24,0.777,9.7,8.575,4.3,2,0.704,6
59,A1 LM,SHRIMPLIN,2822.5,54.46,0.728,12.8,10.66,4.4,2,0.685,6
60,A1 LM,SHRIMPLIN,2823,43.23,0.699,14.9,12.375,4,2,0.667,7
61,A1 LM,SHRIMPLIN,2823.5,44.59,0.682,16,13.54,3.9,2,0.648,7
62,A1 LM,SHRIMPLIN,2824,47.48,0.676,16.5,12.89,3.7,2,0.63,4
63,A1 LM,SHRIMPLIN,2824.5,61.1,0.671,15.2,11.785,3.7,2,0.611,4
64,A1 LM,SHRIMPLIN,2825,64.82,0.68,9.1,8.97,4.5,2,0.574,4
65,A1 LM,SHRIMPLIN,2825.5,55.77,0.71,6.1,8.93,5.1,2,0.556,4
66,A1 LM,SHRIMPLIN,2826,62.22,0.744,4.3,9.215,5.5,2,0.537,4
67,A1 LM,SHRIMPLIN,2826.5,55.06,0.786,2.9,9.5,5.6,2,0.519,6
68,A1 LM,SHRIMPLIN,2827,71.02,0.839,3.1,8.89,5.4,2,0.5,6
69,A1 LM,SHRIMPLIN,2827.5,91.37,0.881,3.9,8.06,5.3,2,0.481,6
70,A1 LM,SHRIMPLIN,2828,115.42,0.911,5.2,6.875,5.3,2,0.463,6
71,A1 LM,SHRIMPLIN,2828.5,115.7,0.94,5.9,6.085,5.2,2,0.444,6
72,A1 LM,SHRIMPLIN,2829,107.11,0.972,6,6.135,5.6,2,0.426,6
73,A1 LM,SHRIMPLIN,2829.5,93.82,1.008,5.8,6.64,5.6,2,0.407,6
74,A1 LM,SHRIMPLIN,2830,61.63,1.061,3.6,6.865,6.1,2,0.37,6
75,A1 LM,SHRIMPLIN,2830.5,45.98,1.076,3.6,6.25,6.2,2,0.352,6
76,A1 LM,SHRIMPLIN,2831,32.76,1.071,3,6.225,5.8,2,0.333,6
77,A1 LM,SHRIMPLIN,2831.5,37.82,1.058,3.6,6.19,5.7,2,0.315,6
78,A1 LM,SHRIMPLIN,2832,40.73,1.038,2.3,6.375,5.5,2,0.296,6
79,A1 LM,SHRIMPLIN,2832.5,33.42,1.005,2.2,6.61,5.4,2,0.278,6
80,A1 LM,SHRIMPLIN,2833,32.08,0.968,2.2,7.355,5.3,2,0.259,6
81,A1 LM,SHRIMPLIN,2833.5,33.82,0.943,2.1,8.33,4.9,2,0.241,6
82,A1 LM,SHRIMPLIN,2834,45.57,0.924,1.1,8.84,4.7,2,0.222,6
83,A1 LM,SHRIMPLIN,2834.5,53.95,0.9,1.9,8.125,4.6,2,0.204,6
84,A1 LM,SHRIMPLIN,2835,59.42,0.875,4.3,7.845,4.6,2,0.185,6
85,A1 LM,SHRIMPLIN,2835.5,68.43,0.854,8.3,8.665,4.8,2,0.167,6
86,A1 LM,SHRIMPLIN,2836,75.88,0.849,11,10.04,4.6,2,0.148,6
87,A1 LM,SHRIMPLIN,2836.5,77.75,0.864,11.3,10.85,4.7,2,0.13,6
88,A1 LM,SHRIMPLIN,2837,80.93,0.907,9.6,9.815,4.6,2,0.111,6
89,A1 LM,SHRIMPLIN,2837.5,72.92,0.932,7.3,7.475,4.7,2,0.093,6
90,A1 LM,SHRIMPLIN,2838,65.59,0.92,5.7,5.265,5,2,0.074,6
91,A1 LM,SHRIMPLIN,2838.5,64.71,0.886,3.6,4.045,5.4,2,0.056,6
92,A1 LM,SHRIMPLIN,2839,60.79,0.829,2.9,4.36,5.5,2,0.037,6
93,A1 LM,SHRIMPLIN,2839.5,78.55,0.754,2,9.795,5.7,2,0.019,6
94,B1 SH,SHRIMPLIN,2840,107.77,0.713,1.8,19.545,4,1,1,3
95,B1 SH,SHRIMPLIN,2840.5,110.87,0.686,6,26.65,3.3,1,0.974,3
96,B1 SH,SHRIMPLIN,2841,106.33,0.665,8.6,26.94,2.8,1,0.949,3
97,B1 SH,SHRIMPLIN,2841.5,87.85,0.64,9.6,21.77,2.7,1,0.923,3
98,B1 SH,SHRIMPLIN,2842,80.96,0.601,9,15.99,2.9,1,0.897,3
99,B1 SH,SHRIMPLIN,2842.5,66.94,0.568,11.2,12.565,3.5,1,0.872,2
100,B1 SH,SHRIMPLIN,2843,61.48,0.561,12,11.69,4.2,1,0.846,2
101,B1 SH,SHRIMPLIN,2843.5,58.26,0.568,12.4,12.285,4.2,1,0.821,2
102,B1 SH,SHRIMPLIN,2844,51.31,0.585,12.7,11.735,3.9,1,0.795,2
103,B1 SH,SHRIMPLIN,2844.5,67.92,0.583,13.2,11.73,3.9,1,0.769,2
104,B1 SH,SHRIMPLIN,2845,67.77,0.566,14.1,12.475,3.9,1,0.744,2
105,B1 SH,SHRIMPLIN,2845.5,67.73,0.543,14.4,13.095,3.8,1,0.718,2
106,B1 SH,SHRIMPLIN,2846,68.85,0.516,12.1,13.35,3.7,1,0.692,2
107,B1 SH,SHRIMPLIN,2846.5,73.2,0.496,9.7,15.12,3.6,1,0.667,2
108,B1 SH,SHRIMPLIN,2847,84.46,0.486,6.1,20.48,3.6,1,0.641,3
109,B1 SH,SHRIMPLIN,2847.5,96.96,0.483,7,23.225,3.4,1,0.615,3
110,B1 SH,SHRIMPLIN,2848,95.54,0.486,9.4,21.305,3.5,1,0.59,3
111,B1 SH,SHRIMPLIN,2848.5,88.67,0.493,13.2,17.235,3.4,1,0.564,3
112,B1 SH,SHRIMPLIN,2849,88.54,0.501,13.1,16.71,3.5,1,0.538,3
113,B1 SH,SHRIMPLIN,2849.5,92.22,0.501,11.2,18.675,3.5,1,0.513,3
114,B1 SH,SHRIMPLIN,2850,89.67,0.491,4.9,20.405,3.3,1,0.487,2
115,B1 SH,SHRIMPLIN,2850.5,91.17,0.47,2.2,20.3,3.1,1,0.462,2
116,B1 SH,SHRIMPLIN,2851,83.62,0.435,5.1,17.16,2.8,1,0.436,2
117,B1 SH,SHRIMPLIN,2851.5,85,0.401,8.3,15.87,2.8,1,0.41,2
118,B1 SH,SHRIMPLIN,2852,77.7,0.371,7.5,16.85,2.9,1,0.385,2
119,B1 SH,SHRIMPLIN,2852.5,74.29,0.334,6.1,17.3,2.9,1,0.359,2
120,B1 SH,SHRIMPLIN,2853,70.21,0.307,5.4,17.57,2.9,1,0.333,2
121,B1 SH,SHRIMPLIN,2853.5,76.38,0.297,4.7,17.195,3,1,0.308,2
122,B1 SH,SHRIMPLIN,2854,76.28,0.301,4.4,16.415,3,1,0.282,2
123,B1 SH,SHRIMPLIN,2854.5,69.04,0.314,4.1,14.19,3.2,1,0.256,2
124,B1 SH,SHRIMPLIN,2855,78.11,0.338,5.8,13.25,3.4,1,0.231,2
125,B1 SH,SHRIMPLIN,2855.5,84.18,0.377,6.8,15.72,3.8,1,0.205,3
126,B1 SH,SHRIMPLIN,2856,85.85,0.428,6.6,20.045,3.5,1,0.179,3
127,B1 SH,SHRIMPLIN,2856.5,89.6,0.47,4.4,20.455,3.3,1,0.154,3
128,B1 SH,SHRIMPLIN,2857,80.61,0.509,3.6,16.78,3.1,1,0.128,3
129,B1 SH,SHRIMPLIN,2857.5,79.36,0.539,7.5,11.78,3.3,1,0.103,3
130,B1 SH,SHRIMPLIN,2858,83.05,0.548,8.1,14.545,3.7,1,0.077,3
131,B1 SH,SHRIMPLIN,2858.5,95,0.556,9.2,23.83,3.6,1,0.051,3
132,B1 LM,SHRIMPLIN,2859,85.04,0.629,6.4,26.67,3.1,2,1,5
133,B1 LM,SHRIMPLIN,2859.5,46.18,0.668,4.3,16.61,3.1,2,0.944,5
134,B1 LM,SHRIMPLIN,2860,34.53,0.703,4.9,8.22,3.5,2,0.889,5
135,B1 LM,SHRIMPLIN,2860.5,35.19,0.744,7.9,4.71,4.6,2,0.833,5
136,B1 LM,SHRIMPLIN,2861,27.85,0.803,7.8,4.24,4.8,2,0.778,8
137,B1 LM,SHRIMPLIN,2861.5,23.48,0.913,6,4.22,4.7,2,0.722,8
138,B1 LM,SHRIMPLIN,2862,20.42,1.031,5,3.785,4.6,2,0.667,8
139,B1 LM,SHRIMPLIN,2862.5,20.55,1.147,4.1,3.145,5.1,2,0.611,8
140,B1 LM,SHRIMPLIN,2863,19.99,1.292,4.7,2.195,5.4,2,0.556,8
141,B1 LM,SHRIMPLIN,2863.5,21.18,1.405,5.2,1.59,5.9,2,0.5,8
142,B1 LM,SHRIMPLIN,2864,18.63,1.452,4.7,1.755,6.1,2,0.444,8
143,B1 LM,SHRIMPLIN,2864.5,29.41,1.465,4.2,2.36,6,2,0.389,6
144,B1 LM,SHRIMPLIN,2865,43.09,1.48,3.1,3.11,5.8,2,0.333,6
145,B1 LM,SHRIMPLIN,2865.5,48.95,1.479,4.2,2.95,5.6,2,0.278,6
146,B1 LM,SHRIMPLIN,2866,45.84,1.437,4.1,3.03,5.6,2,0.222,6
147,B1 LM,SHRIMPLIN,2866.5,45.04,1.36,4.2,3.02,5.7,2,0.167,6
148,B1 LM,SHRIMPLIN,2867,42.92,1.249,3.6,3.445,5.7,2,0.111,6
149,B1 LM,SHRIMPLIN,2867.5,53.11,1.104,3.3,4.095,5.9,2,0.056,6
150,B2 SH,SHRIMPLIN,2868,67.55,0.966,4.2,5.13,5.1,1,1,3
151,B2 SH,SHRIMPLIN,2868.5,73.99,0.862,6.1,7.84,4.6,1,0.964,3
152,B2 SH,SHRIMPLIN,2869,83.09,0.806,9.4,11.2,3.9,1,0.929,3
153,B2 SH,SHRIMPLIN,2869.5,97.28,0.763,10.5,13.97,3.6,1,0.893,3
154,B2 SH,SHRIMPLIN,2870,95.16,0.714,9.6,12.96,3.4,1,0.857,2
155,B2 SH,SHRIMPLIN,2870.5,79.88,0.661,8.6,10.425,3.3,1,0.821,2
156,B2 SH,SHRIMPLIN,2871,76.38,0.602,8.9,8.785,3.5,1,0.786,2
157,B2 SH,SHRIMPLIN,2871.5,75.68,0.561,11.4,10.305,3.6,1,0.75,2
158,B2 SH,SHRIMPLIN,2872,84.59,0.537,13.4,13.745,3.9,1,0.714,2
159,B2 SH,SHRIMPLIN,2872.5,103.43,0.525,14.6,16.66,3.9,1,0.679,3
160,B2 SH,SHRIMPLIN,2873,103.41,0.522,14.7,17.625,3.9,1,0.643,3
161,B2 SH,SHRIMPLIN,2873.5,99.27,0.52,13,16.245,3.8,1,0.607,3
162,B2 SH,SHRIMPLIN,2874,92.94,0.516,12.1,14.85,3.7,1,0.571,3
163,B2 SH,SHRIMPLIN,2874.5,92.9,0.507,11.4,13.27,3.8,1,0.536,3
164,B2 SH,SHRIMPLIN,2875,80.32,0.504,11,12.48,3.7,1,0.5,3
165,B2 SH,SHRIMPLIN,2875.5,83.63,0.512,10.1,11.525,4,1,0.464,2
166,B2 SH,SHRIMPLIN,2876,67.81,0.529,9.4,11.31,4.1,1,0.429,2
167,B2 SH,SHRIMPLIN,2876.5,67.88,0.559,9.7,10.865,4.3,1,0.393,2
168,B2 SH,SHRIMPLIN,2877,64.39,0.589,8.4,10.365,4.4,1,0.357,2
169,B2 SH,SHRIMPLIN,2877.5,61.99,0.604,6.9,9.385,4.4,1,0.321,2
170,B2 SH,SHRIMPLIN,2878,62.5,0.604,5.5,8.53,4.3,1,0.286,2
171,B2 SH,SHRIMPLIN,2878.5,58.64,0.58,5.3,8.6,4.2,1,0.25,2
172,B2 SH,SHRIMPLIN,2879,64.04,0.543,5.7,9.98,4,1,0.214,2
173,B2 SH,SHRIMPLIN,2879.5,78.8,0.519,5.4,13.745,3.7,1,0.179,2
174,B2 SH,SHRIMPLIN,2880,78.88,0.502,2,21.885,3.7,1,0.143,3
175,B2 SH,SHRIMPLIN,2880.5,86.88,0.5,-3.8,33.79,3.2,1,0.107,3
176,B2 SH,SHRIMPLIN,2881,83.97,0.519,-2,37.47,3,1,0.071,3
177,B2 SH,SHRIMPLIN,2881.5,70.01,0.543,-4.3,31.57,2.8,1,0.036,3
178,B2 LM,SHRIMPLIN,2882,50.7,0.567,1.6,16.04,2.9,2,1,7
179,B2 LM,SHRIMPLIN,2882.5,30.81,0.601,1.9,5.725,3.6,2,0.938,7
180,B2 LM,SHRIMPLIN,2883,17.35,0.656,4.2,2.73,5,2,0.875,7
181,B2 LM,SHRIMPLIN,2883.5,17.55,0.747,4.7,2.925,5.8,2,0.813,8
182,B2 LM,SHRIMPLIN,2884,18.19,0.855,5.6,3.285,6.2,2,0.75,8
183,B2 LM,SHRIMPLIN,2884.5,17.08,0.982,5.4,3.99,6.3,2,0.688,8
184,B2 LM,SHRIMPLIN,2885,15.88,1.107,5.5,4.34,6.2,2,0.625,8
185,B2 LM,SHRIMPLIN,2885.5,20.38,1.17,5,4.645,5.9,2,0.563,8
186,B2 LM,SHRIMPLIN,2886,24.93,1.173,5.1,4.77,5.8,2,0.5,8
187,B2 LM,SHRIMPLIN,2886.5,28.57,1.15,4.5,4.725,5.8,2,0.438,8
188,B2 LM,SHRIMPLIN,2887,34.54,1.115,5,4.365,5.7,2,0.375,8
189,B2 LM,SHRIMPLIN,2887.5,42.34,1.064,5.3,4.4,5.7,2,0.313,8
190,B2 LM,SHRIMPLIN,2888,44.21,1.008,5.5,4.86,5.5,2,0.25,8
191,B2 LM,SHRIMPLIN,2888.5,44.15,0.943,4.1,5.47,5.6,2,0.188,6
192,B2 LM,SHRIMPLIN,2889,39.25,0.88,3.9,5.905,5.6,2,0.125,6
193,B2 LM,SHRIMPLIN,2889.5,38.37,0.812,5.7,7.13,5.4,2,0.063,6
194,B3 SH,SHRIMPLIN,2890,60.63,0.74,9.1,9.33,4.7,1,1,2
195,B3 SH,SHRIMPLIN,2890.5,83.69,0.684,12.4,11.31,4,1,0.967,2
196,B3 SH,SHRIMPLIN,2891,87.3,0.648,13.7,11.975,3.6,1,0.933,2
197,B3 SH,SHRIMPLIN,2891.5,89.07,0.619,13.7,12.065,3.6,1,0.9,2
198,B3 SH,SHRIMPLIN,2892,91.06,0.584,12.9,12.21,3.7,1,0.867,2
199,B3 SH,SHRIMPLIN,2892.5,98.37,0.559,12,12.485,3.7,1,0.833,2
200,B3 SH,SHRIMPLIN,2893,87.1,0.548,11.3,12.23,3.7,1,0.8,2
201,B3 SH,SHRIMPLIN,2893.5,83.81,0.542,10.9,11.67,3.5,1,0.767,2
202,B3 SH,SHRIMPLIN,2894,83.11,0.535,10.4,11.96,3.4,1,0.733,2
203,B3 SH,SHRIMPLIN,2894.5,85.4,0.529,11.1,13.05,3.3,1,0.7,2
204,B3 SH,SHRIMPLIN,2895,86.83,0.524,11.5,13.735,3.3,1,0.667,2
205,B3 SH,SHRIMPLIN,2895.5,80.54,0.515,11.2,13.6,3.3,1,0.633,2
206,B3 SH,SHRIMPLIN,2896,77.67,0.501,10.3,12.905,3.2,1,0.6,2
207,B3 SH,SHRIMPLIN,2896.5,74.74,0.489,8.9,12.575,3.3,1,0.567,2
208,B3 SH,SHRIMPLIN,2897,75.06,0.481,8.8,12.305,3.2,1,0.533,2
209,B3 SH,SHRIMPLIN,2897.5,76.98,0.477,8.3,12.35,3.2,1,0.5,2
210,B3 SH,SHRIMPLIN,2898,79.6,0.471,8.5,12.855,3.2,1,0.467,2
211,B3 SH,SHRIMPLIN,2898.5,92.95,0.467,8.6,14.3,3.3,1,0.433,2
212,B3 SH,SHRIMPLIN,2899,94.25,0.467,9,14.21,3.3,1,0.4,2
213,B3 SH,SHRIMPLIN,2899.5,83.12,0.467,9.1,13.64,3.3,1,0.367,2
214,B3 SH,SHRIMPLIN,2900,75.02,0.471,9.2,12.5,3.4,1,0.333,2
215,B3 SH,SHRIMPLIN,2900.5,62.61,0.48,8.7,11.92,3.3,1,0.3,2
216,B3 SH,SHRIMPLIN,2901,68.47,0.487,8.2,11.635,3.3,1,0.267,2
217,B3 SH,SHRIMPLIN,2901.5,69.58,0.484,7.3,11.265,3.3,1,0.233,2
218,B3 SH,SHRIMPLIN,2902,76.05,0.479,7.5,11.375,3.5,1,0.2,2
219,B3 SH,SHRIMPLIN,2902.5,89.53,0.471,8.4,12.285,3.5,1,0.167,2
220,B3 SH,SHRIMPLIN,2903,97.25,0.464,9.1,15.135,3.5,1,0.133,3
221,B3 SH,SHRIMPLIN,2903.5,95.12,0.474,8.1,21.93,3.5,1,0.1,3
222,B3 SH,SHRIMPLIN,2904,91.67,0.501,6.4,26.715,3.3,1,0.067,3
223,B3 SH,SHRIMPLIN,2904.5,85.15,0.521,3.7,25.875,3.2,1,0.033,3
224,B3 LM,SHRIMPLIN,2905,65.17,0.534,2.5,18.92,3.2,2,1,8
225,B3 LM,SHRIMPLIN,2905.5,32.9,0.547,2.3,12.215,3.7,2,0.917,8
226,B3 LM,SHRIMPLIN,2906,19.92,0.549,1.9,10.63,4.8,2,0.833,8
227,B3 LM,SHRIMPLIN,2906.5,14.52,0.549,2.4,11.06,5.2,2,0.75,8
228,B3 LM,SHRIMPLIN,2907,14.75,0.558,3.5,12.15,5.4,2,0.667,8
229,B3 LM,SHRIMPLIN,2907.5,15.01,0.565,3.9,13.16,5.2,2,0.583,8
230,B3 LM,SHRIMPLIN,2908,15.68,0.56,3.7,14.02,5.2,2,0.5,8
231,B3 LM,SHRIMPLIN,2908.5,16.96,0.55,3,14.255,5.3,2,0.417,8
232,B3 LM,SHRIMPLIN,2909,15.78,0.534,3.1,12.705,5.5,2,0.333,8
233,B3 LM,SHRIMPLIN,2909.5,15.71,0.507,3.9,11.095,5.7,2,0.25,8
234,B3 LM,SHRIMPLIN,2910,17.29,0.484,3.6,10.225,5.7,2,0.167,8
235,B3 LM,SHRIMPLIN,2910.5,25.4,0.476,3.5,10.81,5.6,2,0.083,8
236,B4 SH,SHRIMPLIN,2911,54.3,0.48,5.7,11.865,5.1,1,1,2
237,B4 SH,SHRIMPLIN,2911.5,77.86,0.493,8,11.795,4,1,0.966,2
238,B4 SH,SHRIMPLIN,2912,81.08,0.496,8.6,11.345,3.6,1,0.931,2
239,B4 SH,SHRIMPLIN,2912.5,64.84,0.489,6.8,10.6,3.3,1,0.897,2
240,B4 SH,SHRIMPLIN,2913,68.3,0.476,6.3,10.89,3.5,1,0.862,2
241,B4 SH,SHRIMPLIN,2913.5,62.2,0.456,6,11.805,3.4,1,0.828,2
242,B4 SH,SHRIMPLIN,2914,62.13,0.447,6.8,12.205,3.4,1,0.793,2
243,B4 SH,SHRIMPLIN,2914.5,59.9,0.447,7.5,12.495,3.4,1,0.759,2
244,B4 SH,SHRIMPLIN,2915,66.76,0.446,7.6,12.57,3.3,1,0.724,2
245,B4 SH,SHRIMPLIN,2915.5,68.75,0.441,8.4,12.535,3.4,1,0.69,2
246,B4 SH,SHRIMPLIN,2916,89.47,0.431,10,13.055,3.3,1,0.655,2
247,B4 SH,SHRIMPLIN,2916.5,92.28,0.42,12.3,14.46,3.3,1,0.621,2
248,B4 SH,SHRIMPLIN,2917,89.52,0.41,13.6,15.78,3.2,1,0.586,2
249,B4 SH,SHRIMPLIN,2917.5,72.44,0.401,11.6,15.58,3.3,1,0.552,2
250,B4 SH,SHRIMPLIN,2918,65.12,0.389,10.4,15.095,3.2,1,0.517,2
251,B4 SH,SHRIMPLIN,2918.5,61.43,0.375,7.4,14.62,3.2,1,0.483,2
252,B4 SH,SHRIMPLIN,2919,64.01,0.362,6.4,15.335,3,1,0.448,2
253,B4 SH,SHRIMPLIN,2919.5,60.03,0.354,4.5,15,3,1,0.414,2
254,B4 SH,SHRIMPLIN,2920,66.07,0.348,4.4,14.44,3.1,1,0.379,2
255,B4 SH,SHRIMPLIN,2920.5,74.64,0.344,5,13.845,3.2,1,0.345,2
256,B4 SH,SHRIMPLIN,2921,76.08,0.344,5.9,14.19,3.3,1,0.31,2
257,B4 SH,SHRIMPLIN,2921.5,77.9,0.35,6.8,14.375,3.3,1,0.276,2
258,B4 SH,SHRIMPLIN,2922,90.26,0.354,7.1,14.075,3.2,1,0.241,2
259,B4 SH,SHRIMPLIN,2922.5,100.24,0.362,6.9,13.22,3.2,1,0.207,2
260,B4 SH,SHRIMPLIN,2923,104.57,0.367,8,14.63,3.2,1,0.172,2
261,B4 SH,SHRIMPLIN,2923.5,117.83,0.382,8.6,18.955,3.4,1,0.138,2
262,B4 SH,SHRIMPLIN,2924,119.71,0.403,12.2,24.86,3.5,1,0.103,2
263,B4 SH,SHRIMPLIN,2924.5,114.49,0.436,13.7,26.24,3.2,1,0.069,2
264,B4 SH,SHRIMPLIN,2925,76.16,0.473,12.7,21.64,3.1,1,0.034,2
265,B4 LM,SHRIMPLIN,2925.5,34.5,0.509,8.2,15.465,3.4,2,1,8
266,B4 LM,SHRIMPLIN,2926,17.99,0.548,3.1,11.83,4.7,2,0.889,8
267,B4 LM,SHRIMPLIN,2926.5,16.23,0.597,1.7,9.835,5.9,2,0.778,8
268,B4 LM,SHRIMPLIN,2927,16.97,0.669,1.3,7.54,5.7,2,0.667,8
269,B4 LM,SHRIMPLIN,2927.5,18.68,0.745,2.3,5.93,5.7,2,0.556,8
270,B4 LM,SHRIMPLIN,2928,30.74,0.778,3.6,5.83,5.8,2,0.444,8
271,B4 LM,SHRIMPLIN,2928.5,46.76,0.775,3.6,6.47,5.6,2,0.333,8
272,B4 LM,SHRIMPLIN,2929,49.39,0.732,3.9,6.69,5.3,2,0.222,6
273,B4 LM,SHRIMPLIN,2929.5,44.23,0.669,5.7,7.985,5,2,0.111,6
274,B5 SH,SHRIMPLIN,2930,54.96,0.602,7.3,10.27,4.2,1,1,3
275,B5 SH,SHRIMPLIN,2930.5,68.62,0.55,9.9,13.345,3.6,1,0.941,3
276,B5 SH,SHRIMPLIN,2931,84.84,0.507,11,14.745,3.1,1,0.882,2
277,B5 SH,SHRIMPLIN,2931.5,82.8,0.462,11.9,16.365,3.2,1,0.824,2
278,B5 SH,SHRIMPLIN,2932,95.56,0.425,11,18.035,3.4,1,0.765,3
279,B5 SH,SHRIMPLIN,2932.5,106.29,0.401,8.4,21.3,3.2,1,0.706,3
