,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,NM_M,RELPOS,Facies,Well Name,PE
40,0.076923077,0.436247723,0.248859085,0.369168585,0.8828125,0.292749764,0,0.054545455,3,7,0.392703319
41,0.076923077,0.43715847,0.281410077,0.363192287,0.901041667,0.297767228,0,0.033333333,2,7,0.392703319
42,0.076923077,0.438069217,0.269162708,0.37248875,0.818489583,0.337135028,0,0.011111111,2,7,0.392703319
43,0,0.438979964,0.203827885,0.434243826,0.8203125,0.222698238,1,1,8,7,0.418039017
44,0,0.43989071,0.1398901,0.483382273,0.708333333,0.118778826,1,0.980808081,8,7,0.481378262
45,0,0.440801457,0.106221477,0.523224257,0.666666667,0.078060171,1,0.962626263,8,7,0.608056752
46,0,0.441712204,0.152510012,0.563730274,0.651041667,0.07854262,1,0.943434343,8,7,0.671395997
47,0,0.442622951,0.21910217,0.624821316,0.638020833,0.086068816,1,0.925252525,6,7,0.684063846
48,0,0.443533698,0.28858154,0.680600094,0.6328125,0.09156873,1,0.906060606,6,7,0.671395997
49,0,0.444444444,0.344323368,0.711145615,0.640625,0.092051178,1,0.887878788,6,7,0.658728148
50,0,0.445355191,0.342786626,0.723762243,0.653645833,0.101024721,1,0.868686869,6,7,0.658728148
51,0,0.446265938,0.348095371,0.715129814,0.6875,0.112506996,1,0.850505051,6,7,0.658728148
52,0,0.447176685,0.289745739,0.693216722,0.721354167,0.128620776,1,0.831313131,6,7,0.671395997
53,0,0.448087432,0.214724783,0.662671201,0.778645833,0.161620255,1,0.793939394,6,7,0.595388903
54,0,0.448998179,0.197075533,0.64939054,0.7421875,0.16991837,1,0.775757576,6,7,0.544717507
55,0,0.449908925,0.156980535,0.630797614,0.658854167,0.165383354,1,0.756565657,6,7,0.519381809
56,0,0.450819672,0.141659681,0.598924027,0.611979167,0.148111696,1,0.738383838,6,7,0.494046111
57,0,0.451730419,0.195492223,0.565722373,0.651041667,0.141357417,1,0.719191919,6,7,0.519381809
58,0,0.452641166,0.223479557,0.533184753,0.770833333,0.154865976,1,0.701010101,6,7,0.519381809
59,0,0.453551913,0.191906492,0.500647132,0.8515625,0.195102183,1,0.681818182,6,7,0.532049658
60,0,0.454462659,0.139610692,0.481390173,0.679947917,0.228198151,1,0.663636364,7,7,0.481378262
61,0,0.455373406,0.145943932,0.470101611,0.679947917,0.250680252,1,0.644444444,7,7,0.468710413
62,0,0.456284153,0.159402068,0.466117413,0.679947917,0.238136591,1,0.626262626,4,7,0.443374715
63,0,0.4571949,0.222827605,0.462797248,0.679947917,0.216812366,1,0.607070707,4,7,0.443374715
64,0,0.458105647,0.24015088,0.468773545,0.755208333,0.162488662,1,0.56969697,4,7,0.544717507
65,0,0.459016393,0.198006892,0.488694537,0.677083333,0.161716745,1,0.551515152,4,7,0.620724601
66,0,0.45992714,0.228043215,0.511271662,0.630208333,0.167216658,1,0.532323232,4,7,0.671395997
67,0,0.460837887,0.194700568,0.53916105,0.59375,0.172716571,1,0.514141414,6,7,0.684063846
68,0,0.461748634,0.269023005,0.574354803,0.598958333,0.160944827,1,0.494949495,6,7,0.658728148
69,0,0.462659381,0.363788768,0.602244192,0.619791667,0.144927536,1,0.475757576,6,7,0.646060299
70,0,0.463570128,0.47578467,0.622165184,0.653645833,0.122059476,1,0.457575758,6,7,0.646060299
71,0,0.464480874,0.477088572,0.641422143,0.671875,0.106814103,1,0.438383838,6,7,0.63339245
72,0,0.465391621,0.43708671,0.662671201,0.674479167,0.107779,1,0.42020202,6,7,0.684063846
73,0,0.466302368,0.375197914,0.686576392,0.669270833,0.11752446,1,0.401010101,6,7,0.684063846
74,0,0.467213115,0.225295706,0.721770144,0.611979167,0.121866497,1,0.363636364,6,7,0.747403091
75,0,0.468123862,0.152416876,0.73173064,0.611979167,0.109998263,1,0.345454545,6,7,0.76007094
76,0,0.469034608,0.090854056,0.728410475,0.596354167,0.109515815,1,0.326262626,6,7,0.709399544
77,0,0.469945355,0.114417435,0.719778045,0.611979167,0.108840387,1,0.308080808,6,7,0.696731695
78,0,0.470856102,0.127968706,0.706497384,0.578125,0.112410506,1,0.288888889,6,7,0.671395997
79,0,0.471766849,0.09392754,0.684584292,0.575520833,0.116945522,1,0.270707071,6,7,0.658728148
80,0,0.472677596,0.087687436,0.660015069,0.575520833,0.131322488,1,0.251515152,6,7,0.646060299
81,0,0.473588342,0.095790258,0.643414242,0.572916667,0.15013798,1,0.233333333,6,7,0.595388903
82,0,0.474499089,0.150507591,0.630797614,0.546875,0.15997993,1,0.214141414,6,7,0.570053205
83,0,0.475409836,0.189531526,0.61486082,0.567708333,0.146181902,1,0.195959596,6,7,0.557385356
84,0,0.476320583,0.215004191,0.598259994,0.630208333,0.140778479,1,0.176767677,6,7,0.557385356
85,0,0.47723133,0.256961907,0.584315299,0.734375,0.15660279,1,0.158585859,6,7,0.582721054
86,0,0.478142077,0.291655025,0.580995134,0.8046875,0.183137459,1,0.139393939,6,7,0.557385356
87,0,0.479052823,0.30036323,0.59095563,0.8125,0.198768791,1,0.121212121,6,7,0.570053205
88,0,0.47996357,0.315171836,0.619509052,0.768229167,0.178795423,1,0.102020202,6,7,0.557385356
89,0,0.480874317,0.277870914,0.636109878,0.708333333,0.133638241,1,0.083838384,6,7,0.570053205
90,0,0.481785064,0.243736612,0.628141482,0.666666667,0.090989791,1,0.064646465,6,7,0.608056752
91,0,0.482695811,0.239638633,0.605564357,0.611979167,0.067446303,1,0.046464646,6,7,0.658728148
92,0,0.483606557,0.221383999,0.567714472,0.59375,0.073525155,1,0.027272727,6,7,0.671395997
93,0,0.484517304,0.304088665,0.517911992,0.5703125,0.178409464,1,0.009090909,6,7,0.696731695
94,0.230769231,0.485428051,0.440160194,0.490686636,0.565104167,0.366564388,0,1,3,7,0.481378262
95,0.230769231,0.486338798,0.454596256,0.472757744,0.674479167,0.503676258,0,0.973737374,3,7,0.392703319
96,0.230769231,0.487249545,0.43345441,0.458813049,0.7421875,0.509272661,0,0.948484848,3,7,0.329364074
97,0.230769231,0.488160291,0.347396852,0.442212222,0.768229167,0.409502306,0,0.922222222,3,7,0.316696225
98,0.230769231,0.489071038,0.31531154,0.416314933,0.752604167,0.297960208,0,0.895959596,3,7,0.342031923
99,0.230769231,0.489981785,0.250023284,0.394401841,0.809895833,0.23186476,0,0.870707071,2,7,0.418039017
100,0.230769231,0.490892532,0.224597187,0.38975361,0.830729167,0.214979062,0,0.844444444,2,7,0.50671396
101,0.230769231,0.491803279,0.20960231,0.394401841,0.841145833,0.226461337,0,0.819191919,2,7,0.50671396
102,0.230769231,0.492714026,0.17723759,0.405690404,0.848958333,0.215847469,0,0.792929293,2,7,0.468710413
103,0.230769231,0.493624772,0.254586942,0.404362337,0.861979167,0.215750979,0,0.766666667,2,7,0.468710413
104,0.230769231,0.494535519,0.253888423,0.393073775,0.885416667,0.230127945,0,0.741414141,2,7,0.468710413
105,0.230769231,0.495446266,0.253702151,0.377801015,0.893229167,0.242092669,0,0.715151515,2,7,0.456042564
106,0.230769231,0.496357013,0.258917761,0.359872122,0.833333333,0.247013644,0,0.688888889,2,7,0.443374715
107,0.230769231,0.49726776,0.279174816,0.346591461,0.770833333,0.281170999,0,0.663636364,2,7,0.430706866
108,0.230769231,0.498178506,0.331610319,0.33995113,0.677083333,0.384607962,0,0.637373737,3,7,0.430706866
109,0.230769231,0.499089253,0.389820248,0.337959031,0.700520833,0.43758081,0,0.611111111,3,7,0.405371168
110,0.230769231,0.5,0.3832076,0.33995113,0.763020833,0.400528764,0,0.585858586,3,7,0.418039017
111,0.230769231,0.500910747,0.351215423,0.344599361,0.861979167,0.321986144,0,0.55959596,3,7,0.405371168
112,0.230769231,0.501821494,0.35061004,0.349911626,0.859375,0.311854725,0,0.533333333,3,7,0.418039017
113,0.230769231,0.50273224,0.367747043,0.349911626,0.809895833,0.349775179,0,0.508080808,3,7,0.418039017
114,0.230769231,0.503642987,0.355872218,0.343271295,0.645833333,0.383160617,0,0.481818182,2,7,0.392703319
115,0.230769231,0.504553734,0.362857409,0.329326601,0.575520833,0.381134333,0,0.456565657,2,7,0.367367621
116,0.230769231,0.505464481,0.327698612,0.306085443,0.651041667,0.320538799,0,0.43030303,2,7,0.329364074
117,0.230769231,0.506375228,0.334124988,0.283508319,0.734375,0.295644455,0,0.404040404,2,7,0.329364074
118,0.230769231,0.507285974,0.30013039,0.263587327,0.713541667,0.314556437,0,0.378787879,2,7,0.342031923
119,0.230769231,0.508196721,0.284250722,0.239018103,0.677083333,0.32324051,0,0.352525253,2,7,0.342031923
120,0.230769231,0.509107468,0.265251001,0.221089211,0.658854167,0.328450954,0,0.326262626,2,7,0.342031923
121,0.230769231,0.510018215,0.293983422,0.21444888,0.640625,0.321214226,0,0.301010101,2,7,0.354699772
122,0.230769231,0.510928962,0.293517742,0.217105012,0.6328125,0.306161833,0,0.274747475,2,7,0.354699772
123,0.230769231,0.511839709,0.259802552,0.225737442,0.625,0.263223914,0,0.248484848,2,7,0.38003547
124,0.230769231,0.512750455,0.302039676,0.241674236,0.669270833,0.24508385,0,0.223232323,2,7,0.405371168
125,0.230769231,0.513661202,0.330306417,0.267571525,0.6953125,0.292749764,0,0.196969697,3,7,0.456042564
126,0.230769231,0.514571949,0.338083263,0.301437212,0.690104167,0.376213358,0,0.170707071,3,7,0.418039017
127,0.230769231,0.515482696,0.355546242,0.329326601,0.6328125,0.384125514,0,0.145454545,3,7,0.392703319
128,0.230769231,0.516393443,0.313681662,0.35522389,0.611979167,0.313205581,0,0.119191919,3,7,0.367367621
129,0.230769231,0.517304189,0.307860669,0.375144882,0.713541667,0.216715876,0,0.093939394,3,7,0.392703319
130,0.230769231,0.518214936,0.32504424,0.38112118,0.729166667,0.270074683,0,0.067676768,3,7,0.443374715
131,0.230769231,0.519125683,0.380692931,0.386433445,0.7578125,0.449256064,0,0.041414141,3,7,0.430706866
132,0.153846154,0.52003643,0.33431126,0.434907859,0.684895833,0.504062217,1,1,5,7,0.367367621
133,0.153846154,0.520947177,0.153348235,0.460805148,0.630208333,0.309924931,1,0.943434343,5,7,0.367367621
134,0.153846154,0.521857923,0.099096582,0.484046306,0.645833333,0.148015207,1,0.887878788,5,7,0.418039017
135,0.153846154,0.52276867,0.102170066,0.511271662,0.723958333,0.080279434,1,0.831313131,5,7,0.557385356
136,0.153846154,0.523679417,0.067989196,0.550449613,0.721354167,0.071209402,1,0.775757576,8,7,0.582721054
137,0.153846154,0.524590164,0.047639005,0.62349325,0.674479167,0.070823443,1,0.719191919,8,7,0.570053205
138,0.153846154,0.525500911,0.033389215,0.701849152,0.6484375,0.062428839,1,0.663636364,8,7,0.557385356
139,0.153846154,0.526411658,0.033994598,0.778876988,0.625,0.050078157,1,0.607070707,8,7,0.620724601
140,0.153846154,0.527322404,0.031386793,0.875161783,0.640625,0.031745113,1,0.551515152,8,7,0.658728148
141,0.153846154,0.528233151,0.036928379,0.95019752,0.653645833,0.020069859,1,0.494949495,8,7,0.722067393
142,0.153846154,0.529143898,0.025053553,0.981407074,0.640625,0.023254019,1,0.438383838,8,7,0.747403091
143,0.153846154,0.530054645,0.075253795,0.990039504,0.627604167,0.034929273,1,0.382828283,6,7,0.734735242
144,0.153846154,0.530965392,0.138958741,1,0.598958333,0.049402729,1,0.326262626,6,7,0.709399544
145,0.153846154,0.531876138,0.166247555,0.999335967,0.627604167,0.046315058,1,0.270707071,6,7,0.684063846
146,0.153846154,0.532786885,0.151764925,0.971446578,0.625,0.047858893,1,0.214141414,6,7,0.684063846
147,0.153846154,0.533697632,0.14803949,0.920316032,0.627604167,0.047665914,1,0.158585859,6,7,0.696731695
148,0.153846154,0.534608379,0.138167086,0.846608361,0.611979167,0.055867539,1,0.102020202,6,7,0.696731695
149,0.153846154,0.535519126,0.185619819,0.750323566,0.604166667,0.068411201,1,0.046464646,6,7,0.722067393
150,0.384615385,0.536429872,0.252863928,0.658687003,0.627604167,0.088384569,0,1,3,7,0.620724601
151,0.384615385,0.537340619,0.282853684,0.589627564,0.677083333,0.140681989,0,0.963636364,3,7,0.557385356
152,0.384615385,0.538251366,0.325230511,0.552441712,0.763020833,0.205523071,0,0.928282828,3,7,0.468710413
153,0.384615385,0.539162113,0.391310422,0.52388829,0.791666667,0.258978367,0,0.891919192,3,7,0.430706866
154,0.384615385,0.54007286,0.381438018,0.491350669,0.768229167,0.239487447,0,0.855555556,2,7,0.405371168
155,0.384615385,0.540983607,0.310282202,0.456156917,0.7421875,0.190567166,0,0.819191919,2,7,0.392703319
156,0.384615385,0.541894353,0.293983422,0.416978966,0.75,0.158918543,0,0.783838384,2,7,0.418039017
157,0.384615385,0.5428051,0.290723666,0.38975361,0.815104167,0.188251414,0,0.747474747,2,7,0.430706866
158,0.384615385,0.543715847,0.332215703,0.373816816,0.8671875,0.25463633,0,0.711111111,2,7,0.468710413
159,0.384615385,0.544626594,0.419949707,0.36584842,0.8984375,0.310889828,0,0.675757576,3,7,0.468710413
160,0.384615385,0.545537341,0.419856571,0.36385632,0.901041667,0.329512341,0,0.639393939,3,7,0.468710413
161,0.384615385,0.546448087,0.400577442,0.362528254,0.856770833,0.302881183,0,0.603030303,3,7,0.456042564
162,0.384615385,0.547358834,0.371099935,0.359872122,0.833333333,0.275960555,0,0.566666667,3,7,0.443374715
163,0.384615385,0.548269581,0.370913663,0.353895824,0.815104167,0.245469808,0,0.531313131,3,7,0.456042564
164,0.384615385,0.549180328,0.312331191,0.351903725,0.8046875,0.230224435,0,0.494949495,3,7,0.443374715
165,0.384615385,0.550091075,0.32774518,0.35721599,0.78125,0.211794901,0,0.458585859,2,7,0.481378262
166,0.384615385,0.551001821,0.254074695,0.368504552,0.763020833,0.207645844,0,0.423232323,2,7,0.494046111
167,0.384615385,0.551912568,0.254400671,0.388425544,0.770833333,0.19905826,0,0.386868687,2,7,0.519381809
168,0.384615385,0.552823315,0.238148459,0.408346536,0.736979167,0.18940929,0,0.350505051,2,7,0.532049658
169,0.384615385,0.553734062,0.226972152,0.418307032,0.697916667,0.170497308,0,0.314141414,2,7,0.532049658
170,0.384615385,0.554644809,0.229347117,0.418307032,0.661458333,0.153997568,0,0.278787879,2,7,0.519381809
171,0.384615385,0.555555556,0.211371892,0.402370238,0.65625,0.155348424,0,0.242424242,2,7,0.50671396
172,0.384615385,0.556466302,0.236518581,0.377801015,0.666666667,0.181979583,0,0.206060606,2,7,0.481378262
173,0.384615385,0.557377049,0.305252864,0.361864221,0.658854167,0.25463633,0,0.170707071,2,7,0.443374715
174,0.384615385,0.558287796,0.305625407,0.350575659,0.5703125,0.411721569,0,0.134343434,3,7,0.443374715
175,0.384615385,0.559198543,0.342879762,0.349247593,0.419270833,0.641463556,0,0.097979798,3,7,0.38003547
176,0.384615385,0.56010929,0.32932849,0.361864221,0.466145833,0.712479978,0,0.061616162,3,7,0.354699772
177,0.384615385,0.561020036,0.264319642,0.377801015,0.40625,0.598622127,0,0.026262626,3,7,0.329364074
178,0.307692308,0.561930783,0.174396945,0.393737808,0.559895833,0.298925105,1,1,7,7,0.342031923
179,0.307692308,0.56284153,0.081773307,0.416314933,0.567708333,0.099866844,1,0.937373737,7,7,0.430706866
180,0.307692308,0.563752277,0.019092856,0.452836751,0.627604167,0.042069511,1,0.873737374,7,7,0.608056752
181,0.307692308,0.564663024,0.020024215,0.513263761,0.640625,0.04583261,1,0.811111111,8,7,0.709399544
182,0.307692308,0.56557377,0.023004564,0.584979332,0.6640625,0.052779868,1,0.747474747,8,7,0.76007094
183,0.307692308,0.566484517,0.017835522,0.669311532,0.658854167,0.066384917,1,0.684848485,8,7,0.772738789
184,0.307692308,0.567395264,0.012247369,0.752315665,0.661458333,0.073139196,1,0.621212121,8,7,0.76007094
185,0.307692308,0.568306011,0.033202943,0.794149749,0.6484375,0.079025068,1,0.558585859,8,7,0.722067393
186,0.307692308,0.569216758,0.054391357,0.796141848,0.651041667,0.081437311,1,0.494949495,8,7,0.709399544
187,0.307692308,0.570127505,0.071342088,0.780869087,0.635416667,0.080568903,1,0.432323232,8,7,0.709399544
188,0.307692308,0.571038251,0.09914315,0.75762793,0.6484375,0.073621645,1,0.368686869,8,7,0.696731695
189,0.307692308,0.571948998,0.135466145,0.723762243,0.65625,0.074297073,1,0.306060606,8,7,0.696731695
190,0.307692308,0.572859745,0.14417435,0.686576392,0.661458333,0.083174125,1,0.242424242,8,7,0.671395997
191,0.307692308,0.573770492,0.143894943,0.643414242,0.625,0.094945869,1,0.17979798,6,7,0.684063846
192,0.307692308,0.574681239,0.121076651,0.601580159,0.619791667,0.103340474,1,0.116161616,6,7,0.684063846
193,0.307692308,0.575591985,0.116978672,0.55642591,0.666666667,0.126980451,1,0.053535354,6,7,0.658728148
194,0.538461538,0.576502732,0.220638912,0.508615529,0.755208333,0.169435921,0,1,2,7,0.570053205
195,0.538461538,0.577413479,0.328024588,0.471429677,0.841145833,0.207645844,0,0.966666667,2,7,0.481378262
196,0.538461538,0.578324226,0.344835615,0.447524487,0.875,0.220478975,0,0.932323232,2,7,0.430706866
197,0.538461538,0.579234973,0.353078141,0.428267528,0.875,0.22221579,0,0.898989899,2,7,0.430706866
198,0.538461538,0.580145719,0.362345162,0.405026371,0.854166667,0.225013991,0,0.865656566,2,7,0.443374715
199,0.538461538,0.581056466,0.396386328,0.388425544,0.830729167,0.230320925,0,0.831313131,2,7,0.443374715
200,0.538461538,0.581967213,0.343904256,0.38112118,0.8125,0.22539995,0,0.797979798,2,7,0.443374715
201,0.538461538,0.58287796,0.328583403,0.377136982,0.802083333,0.214593103,0,0.764646465,2,7,0.418039017
202,0.538461538,0.583788707,0.325323647,0.37248875,0.7890625,0.220189506,0,0.73030303,2,7,0.405371168
203,0.538461538,0.584699454,0.335987706,0.368504552,0.807291667,0.241224261,0,0.696969697,2,7,0.392703319
204,0.538461538,0.5856102,0.342646922,0.365184386,0.817708333,0.254443351,0,0.663636364,2,7,0.392703319
205,0.538461538,0.586520947,0.313355686,0.359208089,0.809895833,0.251838129,0,0.629292929,2,7,0.392703319
206,0.538461538,0.587431694,0.299990686,0.349911626,0.786458333,0.23842606,0,0.595959596,2,7,0.38003547
207,0.538461538,0.588342441,0.286346279,0.341943229,0.75,0.232057739,0,0.562626263,2,7,0.392703319
208,0.538461538,0.589253188,0.287836453,0.336630964,0.747395833,0.226847295,0,0.528282828,2,7,0.38003547
209,0.538461538,0.590163934,0.296777498,0.333974832,0.734375,0.227715703,0,0.494949495,2,7,0.38003547
210,0.538461538,0.591074681,0.308978299,0.329990634,0.739583333,0.237461163,0,0.461616162,2,7,0.38003547
211,0.538461538,0.591985428,0.371146503,0.327334502,0.7421875,0.265346688,0,0.427272727,2,7,0.392703319
212,0.538461538,0.592896175,0.377200335,0.327334502,0.752604167,0.263609873,0,0.393939394,2,7,0.392703319
213,0.538461538,0.593806922,0.325370215,0.327334502,0.755208333,0.252610047,0,0.360606061,2,7,0.392703319
214,0.538461538,0.594717668,0.287650182,0.329990634,0.7578125,0.230610394,0,0.326262626,2,7,0.405371168
215,0.538461538,0.595628415,0.229859365,0.335966931,0.744791667,0.219417588,0,0.292929293,2,7,0.392703319
216,0.538461538,0.596539162,0.257148179,0.340615163,0.731770833,0.213917675,0,0.25959596,2,7,0.392703319
217,0.538461538,0.597449909,0.262317221,0.338623064,0.708333333,0.206777437,0,0.225252525,2,7,0.392703319
218,0.538461538,0.598360656,0.29244668,0.335302898,0.713541667,0.20890021,0,0.191919192,2,7,0.418039017
219,0.538461538,0.599271403,0.355220266,0.329990634,0.736979167,0.226461337,0,0.158585859,2,7,0.418039017
220,0.538461538,0.600182149,0.391170718,0.325342402,0.755208333,0.281460468,0,0.124242424,3,7,0.418039017
221,0.538461538,0.601092896,0.381251746,0.331982733,0.729166667,0.412589977,0,0.090909091,3,7,0.418039017
222,0.538461538,0.602003643,0.365185806,0.349911626,0.684895833,0.504930624,0,0.057575758,3,7,0.392703319
223,0.538461538,0.60291439,0.334823507,0.363192287,0.614583333,0.488720354,0,0.023232323,3,7,0.38003547
224,0.461538462,0.603825137,0.241780758,0.371824717,0.583333333,0.354503175,1,1,8,7,0.38003547
225,0.461538462,0.604735883,0.091506007,0.380457147,0.578125,0.225110481,1,0.916161616,8,7,0.443374715
226,0.461538462,0.60564663,0.031060818,0.381785213,0.567708333,0.194523244,1,0.831313131,8,7,0.582721054
227,0.461538462,0.606557377,0.005914129,0.381785213,0.580729167,0.202821359,1,0.747474747,8,7,0.63339245
228,0.461538462,0.607468124,0.006985191,0.387761511,0.609375,0.223856115,1,0.663636364,8,7,0.658728148
229,0.461538462,0.608378871,0.008195958,0.392409742,0.619791667,0.243347035,1,0.578787879,8,7,0.63339245
230,0.461538462,0.609289617,0.01131601,0.389089577,0.614583333,0.259943264,1,0.494949495,8,7,0.63339245
231,0.461538462,0.610200364,0.017276707,0.382449246,0.596354167,0.26447828,1,0.411111111,8,7,0.646060299
232,0.461538462,0.611111111,0.011781689,0.371824717,0.598958333,0.234566472,1,0.326262626,8,7,0.671395997
233,0.461538462,0.612021858,0.011455714,0.353895824,0.619791667,0.203496787,1,0.242424242,8,7,0.696731695
234,0.461538462,0.612932605,0.018813449,0.338623064,0.611979167,0.186707578,1,0.158585859,8,7,0.696731695
235,0.461538462,0.613843352,0.05658005,0.333310799,0.609375,0.197996874,1,0.073737374,8,7,0.684063846
236,0.692307692,0.614754098,0.191161404,0.335966931,0.666666667,0.218356201,0,1,2,7,0.620724601
237,0.692307692,0.615664845,0.300875477,0.344599361,0.7265625,0.217005346,0,0.965656566,2,7,0.481378262
238,0.692307692,0.616575592,0.315870355,0.346591461,0.7421875,0.208321272,0,0.93030303,2,7,0.430706866
239,0.692307692,0.617486339,0.240244016,0.341943229,0.6953125,0.193944306,0,0.895959596,2,7,0.392703319
240,0.692307692,0.618397086,0.256356524,0.333310799,0.682291667,0.199540709,0,0.860606061,2,7,0.418039017
241,0.692307692,0.619307832,0.227950079,0.320030138,0.674479167,0.217198325,0,0.826262626,2,7,0.405371168
242,0.692307692,0.620218579,0.227624104,0.31405384,0.6953125,0.224917501,0,0.790909091,2,7,0.405371168
243,0.692307692,0.621129326,0.217239452,0.31405384,0.713541667,0.230513904,0,0.756565657,2,7,0.405371168
244,0.692307692,0.622040073,0.249185061,0.313389807,0.716145833,0.23196125,0,0.721212121,2,7,0.392703319
245,0.692307692,0.62295082,0.258452082,0.310069642,0.736979167,0.231285822,0,0.686868687,2,7,0.405371168
246,0.692307692,0.623861566,0.354940859,0.303429311,0.778645833,0.241320751,0,0.651515152,2,7,0.392703319
247,0.692307692,0.624772313,0.368026451,0.296124947,0.838541667,0.268434358,0,0.617171717,2,7,0.392703319
248,0.692307692,0.62568306,0.355173698,0.289484617,0.872395833,0.29390764,0,0.581818182,2,7,0.38003547
249,0.692307692,0.626593807,0.275635652,0.283508319,0.8203125,0.290048052,0,0.547474747,2,7,0.392703319
250,0.692307692,0.627504554,0.241547918,0.275539922,0.7890625,0.280688551,0,0.512121212,2,7,0.38003547
251,0.692307692,0.628415301,0.224364348,0.266243459,0.7109375,0.271522029,0,0.477777778,2,7,0.38003547
252,0.692307692,0.629326047,0.236378877,0.257611029,0.684895833,0.285320056,0,0.442424242,2,7,0.354699772
