,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
61,A1 LM,STUART,2838.5,69.312,0.874,4.6,10.4,3.293,2,0.763,4
62,A1 LM,STUART,2839,54.828,1.029,0.8,8.2,3.395,2,0.75,6
63,A1 LM,STUART,2839.5,50.854,1.149,0.3,6.85,3.5,2,0.737,6
64,A1 LM,STUART,2840,54.632,1.09,1,7.4,3.576,2,0.724,6
65,A1 LM,STUART,2840.5,56.835,0.924,4.1,8.45,3.555,2,0.711,5
66,A1 LM,STUART,2841,60.393,0.788,7.1,10.05,3.591,2,0.697,6
67,A1 LM,STUART,2841.5,58.94,0.733,8.1,11.15,3.576,2,0.684,4
68,A1 LM,STUART,2842,49.719,0.754,6.1,10.75,3.669,2,0.671,6
69,A1 LM,STUART,2842.5,41.404,0.819,3.5,9.55,3.872,2,0.658,5
70,A1 LM,STUART,2843,36.084,0.882,1.6,8.2,4.125,2,0.645,8
71,A1 LM,STUART,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632,8
72,A1 LM,STUART,2844,24.072,0.841,-0.6,6.8,4.302,2,0.618,8
73,A1 LM,STUART,2844.5,22.62,0.733,-2.5,7.65,4.348,2,0.605,8
74,A1 LM,STUART,2845,22.408,0.597,-3.8,9.5,4.29,2,0.592,6
75,A1 LM,STUART,2845.5,21.184,0.469,-2.7,11.05,4.255,2,0.579,6
76,A1 LM,STUART,2846,21.796,0.375,-2.3,13.35,4.213,2,0.566,8
77,A1 LM,STUART,2846.5,23.925,0.314,-1.8,15.1,4.363,2,0.553,8
78,A1 LM,STUART,2847,24.464,0.278,-1.3,16.15,4.495,2,0.539,9
79,A1 LM,STUART,2847.5,26.039,0.257,-1.9,16.55,4.602,2,0.526,9
80,A1 LM,STUART,2848,27.491,0.247,-2.5,16.45,4.544,2,0.513,9
81,A1 LM,STUART,2848.5,28.193,0.249,-2.4,16.3,4.587,2,0.5,9
82,A1 LM,STUART,2849,28.634,0.265,-1.9,16.15,4.678,2,0.487,9
83,A1 LM,STUART,2849.5,29.809,0.299,-1,15.2,4.866,2,0.474,9
84,A1 LM,STUART,2850,31.172,0.349,-1.5,14.15,4.783,2,0.461,9
85,A1 LM,STUART,2850.5,33.448,0.418,-1.1,12.65,4.688,2,0.447,8
86,A1 LM,STUART,2851,33.514,0.503,-1.2,11.3,4.628,2,0.434,8
87,A1 LM,STUART,2851.5,35.146,0.593,-0.5,10.05,4.387,2,0.421,5
88,A1 LM,STUART,2852,35.953,0.671,-0.7,9.45,4.291,2,0.408,5
89,A1 LM,STUART,2852.5,35.178,0.729,-0.6,9,4.178,2,0.395,5
90,A1 LM,STUART,2853,36.109,0.773,0.1,8.35,4.203,2,0.382,6
91,A1 LM,STUART,2853.5,38.769,0.82,1.3,7.55,4.262,2,0.368,6
92,A1 LM,STUART,2854,39.511,0.873,1.3,7.05,4.387,2,0.355,6
93,A1 LM,STUART,2854.5,40.523,0.927,2.6,6.5,4.006,2,0.342,6
94,A1 LM,STUART,2855,42.694,0.964,2.8,6.8,3.718,2,0.329,6
95,A1 LM,STUART,2855.5,45.297,0.959,3,7.3,3.594,2,0.316,6
96,A1 LM,STUART,2856,48.145,0.915,3.8,8.2,3.46,2,0.303,6
97,A1 LM,STUART,2856.5,51.041,0.862,5.9,8.75,3.333,2,0.289,6
98,A1 LM,STUART,2857,56.125,0.825,7.4,9.3,3.336,2,0.276,6
99,A1 LM,STUART,2857.5,62.205,0.807,6.4,9.9,3.362,2,0.263,6
100,A1 LM,STUART,2858,64.865,0.794,4.7,10.25,3.244,2,0.25,4
101,A1 LM,STUART,2858.5,68.186,0.771,4.1,10.25,3.174,2,0.237,4
102,A1 LM,STUART,2859,72.421,0.743,4.1,10.55,3.174,2,0.224,4
103,A1 LM,STUART,2859.5,74.322,0.73,4.5,10.65,3.187,2,0.211,4
104,A1 LM,STUART,2860,72.543,0.748,4.1,10.35,3.359,2,0.197,4
105,A1 LM,STUART,2860.5,65.672,0.814,3.5,9.05,3.618,2,0.184,4
106,A1 LM,STUART,2861,57.153,0.951,1.7,6.75,3.902,2,0.171,8
107,A1 LM,STUART,2861.5,46.056,1.148,0.1,4.55,4.221,2,0.158,6
108,A1 LM,STUART,2862,37.961,1.324,0,3.3,4.561,2,0.145,6
109,A1 LM,STUART,2862.5,33.579,1.402,-0.2,2.8,4.799,2,0.132,8
110,A1 LM,STUART,2863,31.212,1.439,-0.4,2.7,4.874,2,0.118,8
111,A1 LM,STUART,2863.5,30.176,1.486,-0.5,2.55,4.787,2,0.105,8
112,A1 LM,STUART,2864,29.858,1.507,-0.7,2.75,4.622,2,0.092,8
113,A1 LM,STUART,2864.5,29.923,1.433,-0.6,3.3,4.375,2,0.079,6
114,A1 LM,STUART,2865,34.428,1.279,0,4,4.115,2,0.066,6
115,A1 LM,STUART,2865.5,39.935,1.134,0.8,4.6,3.979,2,0.053,6
116,A1 LM,STUART,2866,39.935,1.134,0.8,4.6,3.979,2,0.053,6
117,A1 LM,STUART,2866.5,46.823,1.05,1.3,5.15,3.727,2,0.039,6
118,A1 LM,STUART,2867,57.969,1.01,2,5.2,3.537,2,0.026,8
119,A1 LM,STUART,2867.5,71.246,0.954,2.3,5.65,3.482,2,0.013,8
